nom;mode;operateur
5198;Bus;Francilité Saint-Quentin-en-Yvelines
5413;Bus;RD Mantois
Filéo VLB;Bus;Keolis Roissy Pays de France Ouest
5412;Bus;RD Mantois
3301;Bus;Francilité Pays de Montereau
3303;Bus;Francilité Pays de Montereau
5462;Bus;RD Mantois
3304;Bus;Francilité Pays de Montereau
6160;Bus;Keolis Vélizy Vallée de la Bièvre
3310;Bus;Francilité Pays de Montereau
2113;Bus;Keolis Roissy Pays de France Est
3305;Bus;Francilité Pays de Montereau
1516;Bus;Transdev Valmy
1515;Bus;Transdev Valmy
3311;Bus;Francilité Pays de Montereau
6134;Bus;Keolis Vélizy Vallée de la Bièvre
3306;Bus;Francilité Pays de Montereau
9102;Bus;Francilité Ouest Essonne
3702;Bus;Transdev Senart
9103;Bus;Francilité Ouest Essonne
4504;Bus;Transdev Cœur Essonne
91-05;Bus;RD Saclay
91-06;Bus;RD Saclay
N66;Bus;RATP
4457;Bus;Francilité Ouest Essonne
91-08;Bus;RD Saclay
4122;Bus;Keolis Val d'Yerres Val de Seine
254;Bus;RATP
5154;Bus;Francilité Express Ouest
602;Bus;Keolis Grand Paris Vallée de la Marne
380;Bus;RATP
9118;Bus;Transdev Cœur Essonne
603;Bus;Keolis Grand Paris Vallée de la Marne
604;Bus;Keolis Grand Paris Vallée de la Marne
605;Bus;Keolis Grand Paris Vallée de la Marne
4306;Bus;Keolis Val d'Essonne Deux Vallées
607;Bus;Transdev Nord Seine-Saint-Denis
4316;Bus;Keolis Val d'Essonne Deux Vallées
609;Bus;Transdev Nord Seine-Saint-Denis
32 ZA;Bus;Keolis Roissy Pays de France Ouest
R114;Bus;Keolis Roissy Pays de France Ouest
02E;Bus;Transdev Marne-et-Ourcq
610;Bus;Transdev Nord Seine-Saint-Denis
486;Bus;RATP
613;Bus;Keolis Grand Paris Vallée de la Marne
615;Bus;Transdev Nord Seine-Saint-Denis
17;Bus;Keolis Argenteuil Boucles de Seine
Filéo SP;Bus;Keolis Roissy Pays de France Ouest
4330;Bus;Keolis Val d'Essonne Deux Vallées
616;Bus;Transdev Nord Seine-Saint-Denis
4331;Bus;Keolis Val d'Essonne Deux Vallées
617;Bus;Transdev Nord Seine-Saint-Denis
260;Bus;RATP
618;Bus;Transdev Nord Seine-Saint-Denis
3514;Bus;Transdev Vallée du Loing
619;Bus;Transdev Nord Seine-Saint-Denis
3547;Bus;Transdev Vallée du Loing
620;Bus;Transdev Nord Seine-Saint-Denis
1349;Bus;Keolis Nord Val d’Oise
A;Bus;Transdev Brie et 2 Morin
623;Bus;Keolis Grand Paris Vallée de la Marne
B;Bus;Transdev Brie et 2 Morin
637;Bus;Transdev Nord Seine-Saint-Denis
3261;Bus;Francilité Grand Provinois
7707;Bus;Francilité Grand Provinois
4580;Bus;Transdev Cœur Essonne
3218;Bus;Francilité Grand Provinois
CitéVal C;Bus;Francilité Val Parisis
CitéVal F;Bus;Francilité Val Parisis
3211;Bus;Francilité Grand Provinois
30-21Oues;Bus;Francilité Val Parisis
3245;Bus;Francilité Grand Provinois
4406;Bus;Francilité Ouest Essonne
27;Bus;Keolis Roissy Pays de France Ouest
3212;Bus;Francilité Grand Provinois
3213;Bus;Francilité Grand Provinois
3214;Bus;Francilité Grand Provinois
3315;Bus;Francilité Pays de Montereau
Filéo RS;Bus;Keolis Roissy Pays de France Ouest
3249;Bus;Francilité Grand Provinois
3246;Bus;Francilité Grand Provinois
3208;Bus;Francilité Grand Provinois
3207;Bus;Francilité Grand Provinois
3209;Bus;Francilité Grand Provinois
TàD 3209;Bus;Francilité Grand Provinois
5134;Bus;Francilité Saint-Quentin-en-Yvelines
5121;Bus;Francilité Saint-Quentin-en-Yvelines
EX 100;Bus;Keolis Grand Paris Vallée de la Marne
4581;Bus;Transdev Cœur Essonne
5132;Bus;Francilité Saint-Quentin-en-Yvelines
4416;Bus;Francilité Ouest Essonne
4417;Bus;Francilité Ouest Essonne
4418;Bus;Francilité Ouest Essonne
5120;Bus;Francilité Saint-Quentin-en-Yvelines
03A;Bus;Transdev Brie et 2 Morin
5122;Bus;Francilité Saint-Quentin-en-Yvelines
03B;Bus;Transdev Brie et 2 Morin
5104;Bus;Francilité Saint-Quentin-en-Yvelines
5105;Bus;Francilité Saint-Quentin-en-Yvelines
03C;Bus;Transdev Brie et 2 Morin
1;Bus;Mobicité
2;Bus;Mobicité
A;Bus;Autocars Dominique
B;Bus;Autocars Dominique
5107;Bus;Francilité Saint-Quentin-en-Yvelines
C;Bus;Autocars Dominique
D;Bus;Autocars Dominique
G;Bus;Autocars Dominique
J;Bus;Autocars Dominique
5106;Bus;Francilité Saint-Quentin-en-Yvelines
PORT;Bus;RATP
5143;Bus;Francilité Saint-Quentin-en-Yvelines
5144;Bus;Francilité Saint-Quentin-en-Yvelines
U;Bus;SNCF
5142;Bus;Francilité Saint-Quentin-en-Yvelines
P;Bus;SNCF
5133;Bus;Francilité Saint-Quentin-en-Yvelines
5145;Bus;Francilité Saint-Quentin-en-Yvelines
H;Bus;SNCF
5103;Bus;Francilité Saint-Quentin-en-Yvelines
5152;Bus;Francilité Saint-Quentin-en-Yvelines
5150;Bus;Francilité Saint-Quentin-en-Yvelines
5151;Bus;Francilité Saint-Quentin-en-Yvelines
7805;Bus;Francilité Express Ouest
N;Bus;SNCF
CDG;Bus;Magical Shuttle
Orly;Bus;Magical Shuttle
701;Bus;Keolis Grand Paris Vallée de la Marne
702;Bus;Transdev Nord Seine-Saint-Denis
J;Bus;SNCF
703;Bus;Transdev Nord Seine-Saint-Denis
95-04;Bus;Transdev Vexin
95-11;Bus;Transdev Vexin
95-41;Bus;Transdev Vexin
L;Bus;SNCF
R;Bus;SNCF
95-42;Bus;Transdev Vexin
95-43;Bus;Transdev Vexin
95-44;Bus;Transdev Vexin
A;Bus;SNCF
B;Bus;SNCF
C;Bus;SNCF
95-45;Bus;Transdev Vexin
95-46;Bus;Transdev Vexin
D;Bus;SNCF
95-47;Bus;Transdev Vexin
9;Bus;RD Saclay
E;Bus;SNCF
2124;Bus;Keolis Roissy Pays de France Est
20;Bus;Keolis Roissy Pays de France Ouest
9101;Bus;Keolis Val d'Yerres Val de Seine
6240;Bus;Transdev Versailles
5235;Bus;Transdev Sud Yvelines
5338;Bus;Transdev Sud Yvelines
5240;Bus;Transdev Sud Yvelines
5241;Bus;Transdev Sud Yvelines
5245;Bus;Transdev Sud Yvelines
5348;Bus;Transdev Sud Yvelines
5251;Bus;Transdev Sud Yvelines
5355;Bus;Transdev Sud Yvelines
5298;Bus;Transdev Sud Yvelines
48;Bus;Transdev Brie et 2 Morin
21S;Bus;Transdev Marne-et-Ourcq
4A;Bus;Transdev Marne-et-Ourcq
259;Bus;RATP
30-49;Bus;Francilité Val Parisis
168;Bus;RATP
353;Bus;RATP
2235;Bus;Transdev Marne-la-Vallée
2231;Bus;Transdev Marne-la-Vallée
4307;Bus;Keolis Val d'Essonne Deux Vallées
4308;Bus;Keolis Val d'Essonne Deux Vallées
4327;Bus;Keolis Val d'Essonne Deux Vallées
4328;Bus;Keolis Val d'Essonne Deux Vallées
4329;Bus;Keolis Val d'Essonne Deux Vallées
12A;Bus;Transdev Brie et 2 Morin
12B;Bus;Transdev Brie et 2 Morin
12C;Bus;Transdev Brie et 2 Morin
6276;Bus;Transdev Versailles
31A;Bus;Transdev Brie et 2 Morin
31B;Bus;Transdev Brie et 2 Morin
31C;Bus;Transdev Brie et 2 Morin
1233;Bus;Francilité Seine et Oise
1225;Bus;Francilité Seine et Oise
3129;Bus;Keolis Portes et Val de Brie
3128;Bus;Keolis Portes et Val de Brie
3122;Bus;Keolis Portes et Val de Brie
3125;Bus;Keolis Portes et Val de Brie
643;Bus;Keolis Grand Paris Vallée de la Marne
02A;Bus;Transdev Brie et 2 Morin
02B;Bus;Transdev Brie et 2 Morin
02C;Bus;Transdev Brie et 2 Morin
02D;Bus;Transdev Brie et 2 Morin
02E;Bus;Transdev Brie et 2 Morin
02F;Bus;Transdev Brie et 2 Morin
4155;Bus;Keolis Val d'Yerres Val de Seine
4156;Bus;Keolis Val d'Yerres Val de Seine
3137;Bus;Keolis Portes et Val de Brie
3140;Bus;Keolis Portes et Val de Brie
4275;Bus;TISSE
4276;Bus;TISSE
3451;Bus;Transdev Pays de Fontainebleau
3453;Bus;Transdev Pays de Fontainebleau
3550;Bus;Transdev Vallée du Loing
3556;Bus;Transdev Vallée du Loing
3557;Bus;Transdev Vallée du Loing
3458;Bus;Transdev Pays de Fontainebleau
3455;Bus;Transdev Pays de Fontainebleau
3454;Bus;Transdev Pays de Fontainebleau
4341;Bus;Keolis Val d'Essonne Deux Vallées
4342;Bus;Keolis Val d'Essonne Deux Vallées
4343;Bus;Keolis Val d'Essonne Deux Vallées
4344;Bus;Keolis Val d'Essonne Deux Vallées
4346;Bus;Keolis Val d'Essonne Deux Vallées
5435;Bus;RD Mantois
5433;Bus;RD Mantois
5474;Bus;RD Mantois
5432;Bus;RD Mantois
10;Bus;Transdev Brie et 2 Morin
3204;Bus;Francilité Grand Provinois
3120;Bus;Keolis Portes et Val de Brie
3124;Bus;Keolis Portes et Val de Brie
25;Bus;Transdev Brie et 2 Morin
26;Bus;Transdev Brie et 2 Morin
2262;Bus;Transdev Marne-la-Vallée
8A;Bus;Transdev Brie et 2 Morin
8B;Bus;Transdev Brie et 2 Morin
8C;Bus;Transdev Brie et 2 Morin
10;Bus;Transdev Marne-et-Ourcq
S;Bus;Transdev Marne-et-Ourcq
12;Bus;Transdev Brie et 2 Morin
2264;Bus;Transdev Marne-la-Vallée
L;Bus;Transdev Marne-et-Ourcq
18;Bus;Transdev Brie et 2 Morin
19;Bus;Transdev Marne-et-Ourcq
M;Bus;Transdev Marne-et-Ourcq
21;Bus;Transdev Marne-et-Ourcq
22;Bus;Transdev Marne-et-Ourcq
23;Bus;Transdev Marne-et-Ourcq
31;Bus;Transdev Brie et 2 Morin
31S;Bus;Transdev Brie et 2 Morin
32;Bus;Transdev Brie et 2 Morin
33;Bus;Transdev Brie et 2 Morin
34;Bus;Transdev Brie et 2 Morin
34S1;Bus;Transdev Brie et 2 Morin
35;Bus;Transdev Brie et 2 Morin
40;Bus;Transdev Marne-et-Ourcq
41;Bus;Transdev Marne-et-Ourcq
3733;Bus;Transdev Senart
3604;Bus;Transdev Melun
3609;Bus;Transdev Melun
3607;Bus;Transdev Melun
3608;Bus;Transdev Melun
3602;Bus;Transdev Melun
3603;Bus;Transdev Melun
3601;Bus;Transdev Melun
3605;Bus;Transdev Melun
3606;Bus;Transdev Melun
3610;Bus;Transdev Melun
3656;Bus;Transdev Melun
3612;Bus;Transdev Melun
3654;Bus;Transdev Melun
3611;Bus;Transdev Melun
3651;Bus;Transdev Melun
3652;Bus;Transdev Melun
3653;Bus;Transdev Melun
3634;Bus;Transdev Melun
3630;Bus;Transdev Melun
J;Bus;Transdev Marne-et-Ourcq
Js;Bus;Transdev Marne-et-Ourcq
F;Bus;Transdev Marne-et-Ourcq
4;Bus;Transdev Marne-et-Ourcq
42;Bus;Transdev Marne-et-Ourcq
46;Bus;Transdev Marne-et-Ourcq
49;Bus;Transdev Brie et 2 Morin
50;Bus;Transdev Marne-et-Ourcq
52;Bus;Transdev Marne-et-Ourcq
54;Bus;Transdev Marne-et-Ourcq
54B;Bus;Transdev Marne-et-Ourcq
56;Bus;Transdev Brie et 2 Morin
56S;Bus;Transdev Brie et 2 Morin
2261;Bus;Transdev Marne-la-Vallée
59;Bus;Transdev Brie et 2 Morin
2260;Bus;Transdev Marne-la-Vallée
61;Bus;Transdev Marne-et-Ourcq
62E;Bus;Transdev Brie et 2 Morin
R;Bus;Transdev Marne-et-Ourcq
K;Bus;Transdev Marne-et-Ourcq
70;Bus;Transdev Brie et 2 Morin
73;Bus;Transdev Brie et 2 Morin
B;Bus;Transdev Marne-et-Ourcq
A;Bus;Transdev Marne-et-Ourcq
H;Bus;Transdev Marne-et-Ourcq
G;Bus;Transdev Marne-et-Ourcq
D;Bus;Transdev Marne-et-Ourcq
I;Bus;Transdev Marne-et-Ourcq
27;Bus;Transdev Brie et 2 Morin
29A;Bus;Transdev Brie et 2 Morin
3132;Bus;Keolis Portes et Val de Brie
3133;Bus;Keolis Portes et Val de Brie
38;Bus;Transdev Brie et 2 Morin
3139;Bus;Keolis Portes et Val de Brie
40;Bus;Transdev Brie et 2 Morin
41A;Bus;Transdev Brie et 2 Morin
01E;Bus;Transdev Brie et 2 Morin
5206;Bus;Transdev Sud Yvelines
5289;Bus;Transdev Sud Yvelines
6241;Bus;Transdev Versailles
7818;Bus;Francilité Express Ouest
1353;Bus;Keolis Nord Val d’Oise
30-05;Bus;Francilité Val Parisis
30-09;Bus;Francilité Val Parisis
30-10;Bus;Francilité Val Parisis
30-11;Bus;Francilité Val Parisis
30-12;Bus;Francilité Val Parisis
1518;Bus;Transdev Valmy
30-14;Bus;Francilité Val Parisis
30-18;Bus;Francilité Val Parisis
30-22;Bus;Francilité Val Parisis
30-23;Bus;Francilité Val Parisis
6576;Bus;Keolis Seine et Oise Est
30-28;Bus;Francilité Val Parisis
1351;Bus;Keolis Nord Val d’Oise
30-31;Bus;Francilité Val Parisis
30-32;Bus;Francilité Val Parisis
30-33;Bus;Francilité Val Parisis
30-34;Bus;Francilité Val Parisis
1316;Bus;Keolis Nord Val d’Oise
30-37;Bus;Francilité Val Parisis
30-38;Bus;Francilité Val Parisis
482;Bus;Keolis Ouest Val-de-Marne
Licorne;Bus;Keolis Ouest Val-de-Marne
483;Bus;Keolis Ouest Val-de-Marne
480;Bus;Keolis Ouest Val-de-Marne
282;Bus;Keolis Ouest Val-de-Marne
3103;Bus;Keolis Portes et Val de Brie
3104;Bus;Keolis Portes et Val de Brie
3105;Bus;Keolis Portes et Val de Brie
3107;Bus;Keolis Portes et Val de Brie
3110;Bus;Keolis Portes et Val de Brie
3111;Bus;Keolis Portes et Val de Brie
3114;Bus;Keolis Portes et Val de Brie
3118;Bus;Keolis Portes et Val de Brie
3119;Bus;Keolis Portes et Val de Brie
3123;Bus;Keolis Portes et Val de Brie
3115;Bus;Keolis Portes et Val de Brie
3145;Bus;Keolis Portes et Val de Brie
3109;Bus;Keolis Portes et Val de Brie
3146;Bus;Keolis Portes et Val de Brie
3147;Bus;Keolis Portes et Val de Brie
7716;Bus;Keolis Portes et Val de Brie
501;Bus;Keolis Grand Paris Vallée de la Marne
502;Bus;Keolis Grand Paris Vallée de la Marne
E;Bus;Keolis Grand Paris Vallée de la Marne
A;Bus;Keolis Grand Paris Vallée de la Marne
69E;Bus;Transdev Marne-et-Ourcq
3734;Bus;Transdev Senart
3737;Bus;Transdev Senart
2160;Bus;Keolis Roissy Pays de France Est
2161;Bus;Keolis Roissy Pays de France Est
2162;Bus;Keolis Roissy Pays de France Est
2164;Bus;Keolis Roissy Pays de France Est
1257;Bus;Francilité Seine et Oise
2165;Bus;Keolis Roissy Pays de France Est
2166;Bus;Keolis Roissy Pays de France Est
2157;Bus;Keolis Roissy Pays de France Est
N148;Bus;Francilité Val Parisis
V;Bus;SNCF
245;Bus;RATP
202;Bus;RATP
5477;Bus;RD Mantois
7825;Bus;RD Mantois
3447;Bus;Transdev Pays de Fontainebleau
3418;Bus;Transdev Pays de Fontainebleau
A04 VIL;Bus;Aéroport Paris-Beauvais / SAGEB
4242;Bus;TISSE
9112;Bus;TISSE
3771;Bus;Transdev Senart
3777;Bus;Transdev Senart
3772;Bus;Transdev Senart
26;Bus;Keolis Argenteuil Boucles de Seine
25;Bus;Keolis Argenteuil Boucles de Seine
4136;Bus;Keolis Val d'Yerres Val de Seine
612;Bus;Transdev Nord Seine-Saint-Denis
4250;Bus;TISSE
4251;Bus;TISSE
N162;Bus;Transdev Sud Yvelines
N160;Bus;Transdev Sud Yvelines
5234;Bus;Francilité Express Ouest
7817;Bus;Transdev Sud Yvelines
Soir;Bus;Francilité Saint-Quentin-en-Yvelines
N123;Bus;Transdev Cœur Essonne
Soir;Bus;Transdev Cœur Essonne
4513;Bus;Transdev Cœur Essonne
4536;Bus;Transdev Cœur Essonne
Filéo com;Bus;Keolis Roissy Pays de France Ouest
Soir;Bus;RD Mantois
2281;Bus;Transdev Marne-la-Vallée
2282;Bus;Transdev Marne-la-Vallée
2283;Bus;Transdev Marne-la-Vallée
2284;Bus;Transdev Marne-la-Vallée
2254;Bus;Transdev Marne-la-Vallée
Soir;Bus;Keolis Nord Val d’Oise
A03 DEF;Bus;Aéroport Paris-Beauvais / SAGEB
23S;Bus;Transdev Marne-et-Ourcq
3752;Bus;Transdev Senart
60;Bus;Keolis Argenteuil Boucles de Seine
62;Bus;Keolis Argenteuil Boucles de Seine
63;Bus;Keolis Argenteuil Boucles de Seine
3417;Bus;Transdev Pays de Fontainebleau
Soir;Bus;Transdev Marne-la-Vallée
2150;Bus;Keolis Roissy Pays de France Est
2151;Bus;Keolis Roissy Pays de France Est
2152;Bus;Keolis Roissy Pays de France Est
2153;Bus;Keolis Roissy Pays de France Est
2154;Bus;Keolis Roissy Pays de France Est
2155;Bus;Keolis Roissy Pays de France Est
2156;Bus;Keolis Roissy Pays de France Est
2158;Bus;Keolis Roissy Pays de France Est
2159;Bus;Keolis Roissy Pays de France Est
6579;Bus;Keolis Seine et Oise Est
6580;Bus;Keolis Seine et Oise Est
6581;Bus;Keolis Seine et Oise Est
6582;Bus;Keolis Seine et Oise Est
5404;Bus;RD Mantois
5463;Bus;RD Mantois
5403;Bus;RD Mantois
4627;Bus;RD Saclay
4665;Bus;RD Saclay
4666;Bus;RD Saclay
4673;Bus;RD Saclay
4674;Bus;RD Saclay
4672;Bus;RD Saclay
4670;Bus;RD Saclay
4654;Bus;RD Saclay
4652;Bus;RD Saclay
K;Bus;SNCF
5317;Bus;Transdev Sud Yvelines
30-03;Bus;Francilité Val Parisis
TER;regionalRail;SNCF
3134;Bus;Keolis Portes et Val de Brie
9;Metro;RATP
10;Metro;RATP
11;Metro;RATP
12;Metro;RATP
13;Metro;RATP
14;Metro;RATP
3B;Metro;RATP
7B;Metro;RATP
CDG VAL;RailShuttle;ADP
ORLYVAL;RailShuttle;RATP
3735;Bus;Transdev Senart
C;Bus;Transdev Marne-et-Ourcq
9501;Bus;Keolis Roissy Pays de France Ouest
9502;Bus;Keolis Roissy Pays de France Ouest
6531;Bus;Keolis Seine et Oise Est
6540;Bus;Keolis Seine et Oise Est
6591;Bus;Keolis Seine et Oise Est
6517;Bus;Keolis Seine et Oise Est
7809;Bus;Keolis Seine et Oise Est
6512;Bus;Keolis Seine et Oise Est
6570;Bus;Keolis Seine et Oise Est
5323;Bus;Transdev Sud Yvelines
5295;Bus;Transdev Sud Yvelines
53;Bus;Transdev Marne-et-Ourcq
6532;Bus;Keolis Seine et Oise Est
6503;Bus;Keolis Seine et Oise Est
6536;Bus;Keolis Seine et Oise Est
6510;Bus;Keolis Seine et Oise Est
7804;Bus;Francilité Express Ouest
5437;Bus;RD Mantois
1;Bus;Keolis Argenteuil Boucles de Seine
2;Bus;Keolis Argenteuil Boucles de Seine
4;Bus;Keolis Argenteuil Boucles de Seine
8;Bus;Keolis Argenteuil Boucles de Seine
9;Bus;Keolis Argenteuil Boucles de Seine
1510;Bus;Transdev Valmy
1512;Bus;Transdev Valmy
1513;Bus;Transdev Valmy
95-22;Bus;Transdev Vexin
95-23;Bus;Transdev Vexin
95-24;Bus;Transdev Vexin
95-25;Bus;Transdev Vexin
EX01;Bus;Transdev Boucle des Lys
8;Bus;Transdev Boucle des Lys
9;Bus;Transdev Boucle des Lys
10;Bus;Transdev Boucle des Lys
15;Bus;Transdev Boucle des Lys
7816;Bus;Francilité Express Ouest
18s;Bus;Transdev Boucle des Lys
21;Bus;Transdev Boucle des Lys
R4;Bus;Transdev Boucle des Lys
R5;Bus;Transdev Boucle des Lys
R2N;Bus;Transdev Boucle des Lys
R2S;Bus;Transdev Boucle des Lys
R1;Bus;Transdev Boucle des Lys
R3N;Bus;Transdev Boucle des Lys
R3S;Bus;Transdev Boucle des Lys
5311;Bus;Transdev Sud Yvelines
5233;Bus;Transdev Sud Yvelines
5334;Bus;Transdev Sud Yvelines
5325;Bus;Transdev Sud Yvelines
4461;Bus;Francilité Ouest Essonne
5208;Bus;Transdev Sud Yvelines
P;Transilien;SNCF
R;Transilien;SNCF
N;Transilien;SNCF
H;Transilien;SNCF
K;Transilien;SNCF
J;Transilien;SNCF
L;Transilien;SNCF
U;Transilien;SNCF
V;Transilien;SNCF
4220;Bus;TISSE
5216;Bus;Transdev Sud Yvelines
3531;Bus;Transdev Vallée du Loing
3532;Bus;Transdev Vallée du Loing
3533;Bus;Transdev Vallée du Loing
3535;Bus;Transdev Vallée du Loing
3541;Bus;Transdev Vallée du Loing
3506;Bus;Transdev Vallée du Loing
3542;Bus;Transdev Vallée du Loing
3511;Bus;Transdev Vallée du Loing
3512;Bus;Transdev Vallée du Loing
3513;Bus;Transdev Vallée du Loing
3516;Bus;Transdev Vallée du Loing
3517;Bus;Transdev Vallée du Loing
3519;Bus;Transdev Vallée du Loing
3537;Bus;Transdev Vallée du Loing
3546;Bus;Transdev Vallée du Loing
4430;Bus;Francilité Ouest Essonne
4431;Bus;Francilité Ouest Essonne
4432;Bus;Francilité Ouest Essonne
4433;Bus;Francilité Ouest Essonne
5426;Bus;RD Mantois
5221;Bus;Transdev Sud Yvelines
5342;Bus;Transdev Sud Yvelines
5231;Bus;Transdev Sud Yvelines
3143;Bus;Keolis Portes et Val de Brie
443;Bus;Transdev Côteaux de la Marne
444;Bus;Transdev Côteaux de la Marne
09A;Bus;Transdev Brie et 2 Morin
09B;Bus;Transdev Brie et 2 Morin
09C;Bus;Transdev Brie et 2 Morin
3126;Bus;Keolis Portes et Val de Brie
3130;Bus;Keolis Portes et Val de Brie
3127;Bus;Keolis Portes et Val de Brie
3148;Bus;Keolis Portes et Val de Brie
3131;Bus;Keolis Portes et Val de Brie
3135;Bus;Keolis Portes et Val de Brie
3136;Bus;Keolis Portes et Val de Brie
3138;Bus;Keolis Portes et Val de Brie
3;Bus;Keolis Grand Paris Vallée de la Marne
3s;Bus;Keolis Grand Paris Vallée de la Marne
6;Bus;Keolis Grand Paris Vallée de la Marne
9s;Bus;Keolis Grand Paris Vallée de la Marne
7s;Bus;Keolis Grand Paris Vallée de la Marne
7;Bus;Keolis Grand Paris Vallée de la Marne
4;Bus;Keolis Grand Paris Vallée de la Marne
4s;Bus;Keolis Grand Paris Vallée de la Marne
8s;Bus;Keolis Grand Paris Vallée de la Marne
1229;Bus;Francilité Seine et Oise
1305;Bus;Keolis Nord Val d’Oise
430;Bus;Transdev Côteaux de la Marne
S17;Bus;RD Saclay
D;Bus;Keolis Argenteuil Boucles de Seine
337;Bus;RATP
Traverse;Bus;Autocars Dominique
4554;Bus;Transdev Cœur Essonne
4321;Bus;Keolis Val d'Essonne Deux Vallées
4322;Bus;Keolis Val d'Essonne Deux Vallées
116;Bus;RD Saclay
6230;Bus;Transdev Versailles
6534;Bus;Keolis Seine et Oise Est
S6;Bus;Keolis Argenteuil Boucles de Seine
2129;Bus;Keolis Roissy Pays de France Est
2168;Bus;Keolis Roissy Pays de France Est
2171;Bus;Keolis Roissy Pays de France Est
THIAIS;Bus;Paris Seine Mobilités
6504;Bus;Keolis Seine et Oise Est
95-06;Bus;Transdev Vexin
95-12;Bus;Transdev Vexin
95-31;Bus;Transdev Vexin
95-32;Bus;Transdev Vexin
95-33;Bus;Transdev Vexin
40;Bus;RATP
95-29;Bus;Francilité Val Parisis
3440;Bus;Transdev Pays de Fontainebleau
20;Bus;Keolis Argenteuil Boucles de Seine
T'bus 1;Bus;Transdev Nord Seine-Saint-Denis
T'bus 2;Bus;Transdev Nord Seine-Saint-Denis
T'bus 3;Bus;Transdev Nord Seine-Saint-Denis
4434;Bus;Francilité Ouest Essonne
4435;Bus;Francilité Ouest Essonne
3661;Bus;Transdev Melun
3662;Bus;Transdev Melun
3663;Bus;Transdev Melun
3664;Bus;Transdev Melun
3631;Bus;Transdev Melun
3424;Bus;Transdev Pays de Fontainebleau
3420;Bus;Transdev Pays de Fontainebleau
3423;Bus;Transdev Pays de Fontainebleau
3666;Bus;Transdev Melun
3632;Bus;Transdev Melun
3657;Bus;Transdev Melun
3658;Bus;Transdev Melun
5226;Bus;Transdev Sud Yvelines
4C;Bus;Transdev Marne-et-Ourcq
A02 SDU;Bus;Aéroport Paris-Beauvais / SAGEB
A05 DIS;Bus;Aéroport Paris-Beauvais / SAGEB
4584;Bus;Transdev Cœur Essonne
61;Bus;Keolis Argenteuil Boucles de Seine
4671;Bus;RD Saclay
6529;Bus;Keolis Seine et Oise Est
TàD 4596;Bus;Transdev Cœur Essonne
TàD;Bus;RD Saclay
3112;Bus;Keolis Portes et Val de Brie
TàD 3144;Bus;Keolis Portes et Val de Brie
5267;Bus;Transdev Sud Yvelines
4230;Bus;TISSE
4274;Bus;TISSE
4112;Bus;Keolis Val d'Yerres Val de Seine
4243;Bus;TISSE
4273;Bus;TISSE
4334;Bus;Keolis Val d'Essonne Deux Vallées
4233;Bus;TISSE
95-05;Bus;Transdev Vexin
95-07;Bus;Transdev Vexin
95-08;Bus;Transdev Vexin
95-16;Bus;Transdev Vexin
1317;Bus;Keolis Nord Val d’Oise
5315;Bus;Transdev Sud Yvelines
5327;Bus;Transdev Sud Yvelines
5110;Bus;Francilité Saint-Quentin-en-Yvelines
6211;Bus;Transdev Versailles
5312;Bus;Transdev Sud Yvelines
5324;Bus;Transdev Sud Yvelines
7815;Bus;Francilité Express Ouest
5117;Bus;Francilité Express Ouest
5214;Bus;Transdev Sud Yvelines
EX 100;Bus;Keolis Nord Val d’Oise
5112;Bus;Francilité Saint-Quentin-en-Yvelines
5101;Bus;Francilité Saint-Quentin-en-Yvelines
6287;Bus;Transdev Versailles
5201;Bus;Transdev Sud Yvelines
5219;Bus;Transdev Sud Yvelines
18;Bus;Keolis Argenteuil Boucles de Seine
1511;Bus;Transdev Valmy
1533;Bus;Transdev Valmy
34;Bus;Keolis Argenteuil Boucles de Seine
1537;Bus;Transdev Valmy
6;Bus;Keolis Argenteuil Boucles de Seine
501;Bus;Keolis Argenteuil Boucles de Seine
502;Bus;Keolis Argenteuil Boucles de Seine
503;Bus;Keolis Argenteuil Boucles de Seine
7;Bus;Keolis Argenteuil Boucles de Seine
1514;Bus;Transdev Valmy
J;Bus;Keolis Argenteuil Boucles de Seine
H;Bus;Keolis Argenteuil Boucles de Seine
4301;Bus;Keolis Val d'Essonne Deux Vallées
4303;Bus;Keolis Val d'Essonne Deux Vallées
4530;Bus;Transdev Cœur Essonne
12;Bus;Keolis Argenteuil Boucles de Seine
N143;Bus;Keolis Roissy Pays de France Ouest
6281;Bus;Transdev Versailles
6282;Bus;Transdev Versailles
A;Bus;Keolis Argenteuil Boucles de Seine
E;Bus;Keolis Argenteuil Boucles de Seine
K;Bus;Keolis Argenteuil Boucles de Seine
C;Bus;Keolis Argenteuil Boucles de Seine
M;Bus;Keolis Argenteuil Boucles de Seine
G;Bus;Keolis Argenteuil Boucles de Seine
401;Bus;RD Bièvre
402;Bus;RD Bièvre
3;Bus;Transdev Vallée Sud
412;Bus;RD Bièvre
6;Bus;Transdev Vallée Sud
7;Bus;Transdev Vallée Sud
408;Bus;RD Bièvre
409;Bus;RD Bièvre
14;Bus;Transdev Vallée Sud
4113;Bus;Keolis Val d'Yerres Val de Seine
4118;Bus;Keolis Val d'Yerres Val de Seine
4114;Bus;Keolis Val d'Yerres Val de Seine
4150;Bus;Keolis Val d'Yerres Val de Seine
4159;Bus;Keolis Val d'Yerres Val de Seine
4160;Bus;Keolis Val d'Yerres Val de Seine
4161;Bus;Keolis Val d'Yerres Val de Seine
4162;Bus;Keolis Val d'Yerres Val de Seine
